"2001:4310::", "2001:4310:ffff:ffff:ffff:ffff:ffff:ffff", "42541848351069887650698162387839614976", "42541848430298050164962499981383565311", "MA", "Morocco"
"2001:4318::", "2001:4318:ffff:ffff:ffff:ffff:ffff:ffff", "42541848984895187764812863136191217664", "42541849064123350279077200729735167999", "CI", "Cote D'Ivoire"
"2001:4320::", "2001:4320:ffff:ffff:ffff:ffff:ffff:ffff", "42541849618720487878927563884542820352", "42541849697948650393191901478086770687", "BJ", "Benin"
"2001:4328::", "2001:4328:ffff:ffff:ffff:ffff:ffff:ffff", "42541850252545787993042264632894423040", "42541850331773950507306602226438373375", "RW", "Rwanda"
"2001:4330::", "2001:4330:ffff:ffff:ffff:ffff:ffff:ffff", "42541850886371088107156965381246025728", "42541850965599250621421302974789976063", "ZA", "South Africa"
"2001:4338::", "2001:4338:ffff:ffff:ffff:ffff:ffff:ffff", "42541851520196388221271666129597628416", "42541851599424550735536003723141578751", "SZ", "Swaziland"
"2001:4340::", "2001:4340:ffff:ffff:ffff:ffff:ffff:ffff", "42541852154021688335386366877949231104", "42541852233249850849650704471493181439", "DZ", "Algeria"
"2001:4348::", "2001:4348:ffff:ffff:ffff:ffff:ffff:ffff", "42541852787846988449501067626300833792", "42541852867075150963765405219844784127", "MU", "Mauritius"
"2001:4350::", "2001:4350:ffff:ffff:ffff:ffff:ffff:ffff", "42541853421672288563615768374652436480", "42541853500900451077880105968196386815", "TN", "Tunisia"
"2001:4358::", "2001:4358:ffff:ffff:ffff:ffff:ffff:ffff", "42541854055497588677730469123004039168", "42541854134725751191994806716547989503", "KE", "Kenya"
"2001:4368::", "2001:4368:ffff:ffff:ffff:ffff:ffff:ffff", "42541855323148188905959870619707244544", "42541855402376351420224208213251194879", "KE", "Kenya"
"2001:4370::", "2001:4370:ffff:ffff:ffff:ffff:ffff:ffff", "42541855956973489020074571368058847232", "42541856036201651534338908961602797567", "KE", "Kenya"
"2001:4378::", "2001:4378:ffff:ffff:ffff:ffff:ffff:ffff", "42541856590798789134189272116410449920", "42541856670026951648453609709954400255", "MZ", "Mozambique"
"2001:4380::", "2001:4380:ffff:ffff:ffff:ffff:ffff:ffff", "42541857224624089248303972864762052608", "42541857303852251762568310458306002943", "ZA", "South Africa"
"2001:4388::", "2001:4388:ffff:ffff:ffff:ffff:ffff:ffff", "42541857858449389362418673613113655296", "42541857937677551876683011206657605631", "EG", "Egypt"
"2001:4390::", "2001:4390:ffff:ffff:ffff:ffff:ffff:ffff", "42541858492274689476533374361465257984", "42541858571502851990797711955009208319", "ZA", "South Africa"
"2001:4398::", "2001:4398:ffff:ffff:ffff:ffff:ffff:ffff", "42541859126099989590648075109816860672", "42541859205328152104912412703360811007", "MG", "Madagascar"
"2001:43a0::", "2001:43a0:ffff:ffff:ffff:ffff:ffff:ffff", "42541859759925289704762775858168463360", "42541859839153452219027113451712413695", "TZ", "Tanzania, United Republic of"
"2001:43a8::", "2001:43a8:ffff:ffff:ffff:ffff:ffff:ffff", "42541860393750589818877476606520066048", "42541860472978752333141814200064016383", "ZA", "South Africa"
"2001:43b0::", "2001:43b0:ffff:ffff:ffff:ffff:ffff:ffff", "42541861027575889932992177354871668736", "42541861106804052447256514948415619071", "NG", "Nigeria"
"2001:43b8::", "2001:43b8:ffff:ffff:ffff:ffff:ffff:ffff", "42541861661401190047106878103223271424", "42541861740629352561371215696767221759", "UG", "Uganda"
"2001:43c0::", "2001:43c0:ffff:ffff:ffff:ffff:ffff:ffff", "42541862295226490161221578851574874112", "42541862374454652675485916445118824447", "GH", "Ghana"
"2001:43c8::", "2001:43c8:ffff:ffff:ffff:ffff:ffff:ffff", "42541862929051790275336279599926476800", "42541863008279952789600617193470427135", "EG", "Egypt"
"2001:43d0::", "2001:43d0:ffff:ffff:ffff:ffff:ffff:ffff", "42541863562877090389450980348278079488", "42541863642105252903715317941822029823", "KE", "Kenya"
"2001:43d8::", "2001:43d8:ffff:ffff:ffff:ffff:ffff:ffff", "42541864196702390503565681096629682176", "42541864275930553017830018690173632511", "ZA", "South Africa"
"2001:43e0::", "2001:43e0:ffff:ffff:ffff:ffff:ffff:ffff", "42541864830527690617680381844981284864", "42541864909755853131944719438525235199", "MU", "Mauritius"
"2001:43e8::", "2001:43e8:ffff:ffff:ffff:ffff:ffff:ffff", "42541865464352990731795082593332887552", "42541865543581153246059420186876837887", "ZA", "South Africa"
"2001:43f0::", "2001:43f0:ffff:ffff:ffff:ffff:ffff:ffff", "42541866098178290845909783341684490240", "42541866177406453360174120935228440575", "ZW", "Zimbabwe"
"2001:43f8::", "2001:43f8:0:ffff:ffff:ffff:ffff:ffff", "42541866732003590960024484090036092928", "42541866732004799885844098719210799103", "TZ", "Tanzania, United Republic of"
"2001:43f8:10::", "2001:43f8:10:ffff:ffff:ffff:ffff:ffff", "42541866732022933773138318156831391744", "42541866732024142698957932786006097919", "KE", "Kenya"
"2001:43f8:20::", "2001:43f8:20:ffff:ffff:ffff:ffff:ffff", "42541866732042276586252152223626690560", "42541866732043485512071766852801396735", "ZA", "South Africa"
"2001:43f8:30::", "2001:43f8:30:ffff:ffff:ffff:ffff:ffff", "42541866732061619399365986290421989376", "42541866732062828325185600919596695551", "ZA", "South Africa"
"2001:43f8:40::", "2001:43f8:40:ffff:ffff:ffff:ffff:ffff", "42541866732080962212479820357217288192", "42541866732082171138299434986391994367", "MU", "Mauritius"
"2001:43f8:50::", "2001:43f8:50:ffff:ffff:ffff:ffff:ffff", "42541866732100305025593654424012587008", "42541866732101513951413269053187293183", "ZA", "South Africa"
"2001:43f8:60::", "2001:43f8:60:ffff:ffff:ffff:ffff:ffff", "42541866732119647838707488490807885824", "42541866732120856764527103119982591999", "KE", "Kenya"
"2001:43f8:70::", "2001:43f8:77:ffff:ffff:ffff:ffff:ffff", "42541866732138990651821322557603184640", "42541866732148662058378239591000834047", "ZA", "South Africa"
"2001:43f8:80::", "2001:43f8:80:ffff:ffff:ffff:ffff:ffff", "42541866732158333464935156624398483456", "42541866732159542390754771253573189631", "NA", "Namibia"
"2001:43f8:90::", "2001:43f8:90:ffff:ffff:ffff:ffff:ffff", "42541866732177676278048990691193782272", "42541866732178885203868605320368488447", "MU", "Mauritius"
"2001:43f8:a0::", "2001:43f8:a0:ffff:ffff:ffff:ffff:ffff", "42541866732197019091162824757989081088", "42541866732198228016982439387163787263", "ZA", "South Africa"
"2001:43f8:b0::", "2001:43f8:b0:ffff:ffff:ffff:ffff:ffff", "42541866732216361904276658824784379904", "42541866732217570830096273453959086079", "SL", "Sierra Leone"
"2001:43f8:c0::", "2001:43f8:c0:ffff:ffff:ffff:ffff:ffff", "42541866732235704717390492891579678720", "42541866732236913643210107520754384895", "KE", "Kenya"
"2001:43f8:d0::", "2001:43f8:d0:ffff:ffff:ffff:ffff:ffff", "42541866732255047530504326958374977536", "42541866732256256456323941587549683711", "MU", "Mauritius"
"2001:43f8:e0::", "2001:43f8:e0:ffff:ffff:ffff:ffff:ffff", "42541866732274390343618161025170276352", "42541866732275599269437775654344982527", "TZ", "Tanzania, United Republic of"
"2001:43f8:100::", "2001:43f8:100:ffff:ffff:ffff:ffff:ffff", "42541866732313075969845829158760873984", "42541866732314284895665443787935580159", "ZA", "South Africa"
"2001:43f8:110::", "2001:43f8:110:ffff:ffff:ffff:ffff:ffff", "42541866732332418782959663225556172800", "42541866732333627708779277854730878975", "MU", "Mauritius"
"2001:43f8:120::", "2001:43f8:120:ffff:ffff:ffff:ffff:ffff", "42541866732351761596073497292351471616", "42541866732352970521893111921526177791", "MU", "Mauritius"
"2001:43f8:130::", "2001:43f8:130:ffff:ffff:ffff:ffff:ffff", "42541866732371104409187331359146770432", "42541866732372313335006945988321476607", "UG", "Uganda"
"2001:43f8:140::", "2001:43f8:140:ffff:ffff:ffff:ffff:ffff", "42541866732390447222301165425942069248", "42541866732391656148120780055116775423", "ZM", "Zambia"
"2001:43f8:150::", "2001:43f8:150:ffff:ffff:ffff:ffff:ffff", "42541866732409790035414999492737368064", "42541866732410998961234614121912074239", "RW", "Rwanda"
"2001:4400::", "2001:4403:ffff:ffff:ffff:ffff:ffff:ffff", "42541867365828891074139184838387695616", "42541867682741541131196535212563496959", "NZ", "New Zealand"
"2001:4408::", "2001:4408:ffff:ffff:ffff:ffff:ffff:ffff", "42541867999654191188253885586739298304", "42541868078882353702518223180283248639", "IN", "India"
"2001:4410::", "2001:4410:ffff:ffff:ffff:ffff:ffff:ffff", "42541868633479491302368586335090900992", "42541868712707653816632923928634851327", "NZ", "New Zealand"
"2001:4418::", "2001:4418:ffff:ffff:ffff:ffff:ffff:ffff", "42541869267304791416483287083442503680", "42541869346532953930747624676986454015", "AU", "Australia"
"2001:4420::", "2001:4420:ffff:ffff:ffff:ffff:ffff:ffff", "42541869901130091530597987831794106368", "42541869980358254044862325425338056703", "TW", "Taiwan"
"2001:4428::", "2001:4428:ffff:ffff:ffff:ffff:ffff:ffff", "42541870534955391644712688580145709056", "42541870614183554158977026173689659391", "NZ", "New Zealand"
"2001:4430::", "2001:4430:ffff:ffff:ffff:ffff:ffff:ffff", "42541871168780691758827389328497311744", "42541871248008854273091726922041262079", "KR", "Korea, Republic of"
"2001:4438::", "2001:4438:ffff:ffff:ffff:ffff:ffff:ffff", "42541871802605991872942090076848914432", "42541871881834154387206427670392864767", "CN", "China"
"2001:4450::", "2001:4450:ffff:ffff:ffff:ffff:ffff:ffff", "42541873704081892215286192321903722496", "42541873783310054729550529915447672831", "PH", "Philippines"
"2001:4458::", "2001:4458:ffff:ffff:ffff:ffff:ffff:ffff", "42541874337907192329400893070255325184", "42541874417135354843665230663799275519", "MY", "Malaysia"
"2001:4460::", "2001:4460:ffff:ffff:ffff:ffff:ffff:ffff", "42541874971732492443515593818606927872", "42541875050960654957779931412150878207", "JP", "Japan"
"2001:4470::", "2001:4470:ffff:ffff:ffff:ffff:ffff:ffff", "42541876239383092671744995315310133248", "42541876318611255186009332908854083583", "MY", "Malaysia"
"2001:4478::", "2001:4478:ffff:ffff:ffff:ffff:ffff:ffff", "42541876873208392785859696063661735936", "42541876952436555300124033657205686271", "AU", "Australia"
"2001:4480::", "2001:4480:ffff:ffff:ffff:ffff:ffff:ffff", "42541877507033692899974396812013338624", "42541877586261855414238734405557288959", "HK", "Hong Kong"
"2001:4488::", "2001:4488:ffff:ffff:ffff:ffff:ffff:ffff", "42541878140858993014089097560364941312", "42541878220087155528353435153908891647", "ID", "Indonesia"
"2001:4490::", "2001:4493:ffff:ffff:ffff:ffff:ffff:ffff", "42541878774684293128203798308716544000", "42541879091596943185261148682892345343", "IN", "India"
"2001:4498::", "2001:4498:ffff:ffff:ffff:ffff:ffff:ffff", "42541879408509593242318499057068146688", "42541879487737755756582836650612097023", "MY", "Malaysia"
"2001:44a0::", "2001:44a0:ffff:ffff:ffff:ffff:ffff:ffff", "42541880042334893356433199805419749376", "42541880121563055870697537398963699711", "JP", "Japan"
"2001:44a8::", "2001:44a8:ffff:ffff:ffff:ffff:ffff:ffff", "42541880676160193470547900553771352064", "42541880755388355984812238147315302399", "JP", "Japan"
"2001:44b0::", "2001:44b0:ffff:ffff:ffff:ffff:ffff:ffff", "42541881309985493584662601302122954752", "42541881389213656098926938895666905087", "JP", "Japan"
"2001:44b8::", "2001:44b8:ffff:ffff:ffff:ffff:ffff:ffff", "42541881943810793698777302050474557440", "42541882023038956213041639644018507775", "AU", "Australia"
"2001:44c0::", "2001:44c0:ffff:ffff:ffff:ffff:ffff:ffff", "42541882577636093812892002798826160128", "42541882656864256327156340392370110463", "IN", "India"
"2001:44c8::", "2001:44c8:ffff:ffff:ffff:ffff:ffff:ffff", "42541883211461393927006703547177762816", "42541883290689556441271041140721713151", "TH", "Thailand"
"2001:44d0::", "2001:44df:ffff:ffff:ffff:ffff:ffff:ffff", "42541883845286694041121404295529365504", "42541885112937294269350805792232570879", "KR", "Korea, Republic of"
"2001:44f0::", "2001:44f0:ffff:ffff:ffff:ffff:ffff:ffff", "42541886380587894497580207288935776256", "42541886459816057011844544882479726591", "TW", "Taiwan"
"2001:4500::", "2001:4500:ffff:ffff:ffff:ffff:ffff:ffff", "42541887648238494725809608785638981632", "42541887727466657240073946379182931967", "TW", "Taiwan"
"2001:4508::", "2001:4508:ffff:ffff:ffff:ffff:ffff:ffff", "42541888282063794839924309533990584320", "42541888361291957354188647127534534655", "TW", "Taiwan"
"2001:4510::", "2001:4517:ffff:ffff:ffff:ffff:ffff:ffff", "42541888915889094954039010282342187008", "42541889549714395068153711030693789695", "CN", "China"
"2001:4520::", "2001:4520:ffff:ffff:ffff:ffff:ffff:ffff", "42541890183539695182268411779045392384", "42541890262767857696532749372589342719", "IN", "India"
"2001:4528::", "2001:4528:ffff:ffff:ffff:ffff:ffff:ffff", "42541890817364995296383112527396995072", "42541890896593157810647450120940945407", "IN", "India"
"2001:4530::", "2001:4530:ffff:ffff:ffff:ffff:ffff:ffff", "42541891451190295410497813275748597760", "42541891530418457924762150869292548095", "NZ", "New Zealand"
"2001:4538::", "2001:4538:ffff:ffff:ffff:ffff:ffff:ffff", "42541892085015595524612514024100200448", "42541892164243758038876851617644150783", "PK", "Pakistan"
"2001:4540::", "2001:455f:ffff:ffff:ffff:ffff:ffff:ffff", "42541892718840895638727214772451803136", "42541895254142096095186017765858213887", "TW", "Taiwan"
"2001:4580::", "2001:45bf:ffff:ffff:ffff:ffff:ffff:ffff", "42541897789443296551644820759264624640", "42541902860045697464562426746077446143", "TW", "Taiwan"
"2001:4600::", "2001:46ff:ffff:ffff:ffff:ffff:ffff:ffff", "42541907930648098377480032732890267648", "42541928213057702029150456680141553663", "NO", "Norway"
"2001:4800::", "2001:4808:ffff:ffff:ffff:ffff:ffff:ffff", "42541948495467305680820880627392839680", "42541949208520768309199918969288392703", "US", "United States"
"2001:4810::", "2001:4810:ffff:ffff:ffff:ffff:ffff:ffff", "42541949763117905909050282124096045056", "42541949842346068423314619717639995391", "US", "United States"
"2001:4818::", "2001:4818:ffff:ffff:ffff:ffff:ffff:ffff", "42541950396943206023164982872447647744", "42541950476171368537429320465991598079", "CA", "Canada"
"2001:4820::", "2001:4820:ffff:ffff:ffff:ffff:ffff:ffff", "42541951030768506137279683620799250432", "42541951109996668651544021214343200767", "MW", "Malawi"
"2001:4828::", "2001:4828:ffff:ffff:ffff:ffff:ffff:ffff", "42541951664593806251394384369150853120", "42541951743821968765658721962694803455", "US", "United States"
"2001:4830::", "2001:4830:ffff:ffff:ffff:ffff:ffff:ffff", "42541952298419106365509085117502455808", "42541952377647268879773422711046406143", "US", "United States"
"2001:4838::", "2001:4838:ffff:ffff:ffff:ffff:ffff:ffff", "42541952932244406479623785865854058496", "42541953011472568993888123459398008831", "US", "United States"
"2001:4840::", "2001:4840:ffff:ffff:ffff:ffff:ffff:ffff", "42541953566069706593738486614205661184", "42541953645297869108002824207749611519", "US", "United States"
"2001:4848::", "2001:4848:ffff:ffff:ffff:ffff:ffff:ffff", "42541954199895006707853187362557263872", "42541954279123169222117524956101214207", "US", "United States"
"2001:4850::", "2001:4850:ffff:ffff:ffff:ffff:ffff:ffff", "42541954833720306821967888110908866560", "42541954912948469336232225704452816895", "US", "United States"
"2001:4858::", "2001:4858:ffff:ffff:ffff:ffff:ffff:ffff", "42541955467545606936082588859260469248", "42541955546773769450346926452804419583", "US", "United States"
"2001:4860::", "2001:4860:ffff:ffff:ffff:ffff:ffff:ffff", "42541956101370907050197289607612071936", "42541956180599069564461627201156022271", "US", "United States"
"2001:4868::", "2001:4868:ffff:ffff:ffff:ffff:ffff:ffff", "42541956735196207164311990355963674624", "42541956814424369678576327949507624959", "US", "United States"
"2001:4870::", "2001:4870:ffff:ffff:ffff:ffff:ffff:ffff", "42541957369021507278426691104315277312", "42541957448249669792691028697859227647", "US", "United States"
"2001:4878::", "2001:4878:ffff:ffff:ffff:ffff:ffff:ffff", "42541958002846807392541391852666880000", "42541958082074969906805729446210830335", "US", "United States"
"2001:4880::", "2001:4880:ffff:ffff:ffff:ffff:ffff:ffff", "42541958636672107506656092601018482688", "42541958715900270020920430194562433023", "US", "United States"
"2001:4888::", "2001:4888:ffff:ffff:ffff:ffff:ffff:ffff", "42541959270497407620770793349370085376", "42541959349725570135035130942914035711", "US", "United States"
"2001:4890::", "2001:4890:ffff:ffff:ffff:ffff:ffff:ffff", "42541959904322707734885494097721688064", "42541959983550870249149831691265638399", "US", "United States"
"2001:4898::", "2001:4898:ffff:ffff:ffff:ffff:ffff:ffff", "42541960538148007849000194846073290752", "42541960617376170363264532439617241087", "US", "United States"
"2001:48a0::", "2001:48a0:ffff:ffff:ffff:ffff:ffff:ffff", "42541961171973307963114895594424893440", "42541961251201470477379233187968843775", "US", "United States"
"2001:48a8::", "2001:48a8:ffff:ffff:ffff:ffff:ffff:ffff", "42541961805798608077229596342776496128", "42541961885026770591493933936320446463", "US", "United States"
"2001:48b0::", "2001:48b0:ffff:ffff:ffff:ffff:ffff:ffff", "42541962439623908191344297091128098816", "42541962518852070705608634684672049151", "US", "United States"
"2001:48b8::", "2001:48b8:ffff:ffff:ffff:ffff:ffff:ffff", "42541963073449208305458997839479701504", "42541963152677370819723335433023651839", "US", "United States"
"2001:48c0::", "2001:48c0:ffff:ffff:ffff:ffff:ffff:ffff", "42541963707274508419573698587831304192", "42541963786502670933838036181375254527", "US", "United States"
"2001:48c8::", "2001:48c8:ffff:ffff:ffff:ffff:ffff:ffff", "42541964341099808533688399336182906880", "42541964420327971047952736929726857215", "US", "United States"
"2001:48d0::", "2001:48d0:ffff:ffff:ffff:ffff:ffff:ffff", "42541964974925108647803100084534509568", "42541965054153271162067437678078459903", "US", "United States"
"2001:48d8::", "2001:48d8:ffff:ffff:ffff:ffff:ffff:ffff", "42541965608750408761917800832886112256", "42541965687978571276182138426430062591", "US", "United States"
"2001:48e0::", "2001:48e0:ffff:ffff:ffff:ffff:ffff:ffff", "42541966242575708876032501581237714944", "42541966321803871390296839174781665279", "US", "United States"
"2001:48e8::", "2001:48e8:ffff:ffff:ffff:ffff:ffff:ffff", "42541966876401008990147202329589317632", "42541966955629171504411539923133267967", "US", "United States"
"2001:48f0::", "2001:48f0:ffff:ffff:ffff:ffff:ffff:ffff", "42541967510226309104261903077940920320", "42541967589454471618526240671484870655", "US", "United States"
"2001:48f8::", "2001:48f8:ffff:ffff:ffff:ffff:ffff:ffff", "42541968144051609218376603826292523008", "42541968223279771732640941419836473343", "US", "United States"
"2001:4900::", "2001:4900:ffff:ffff:ffff:ffff:ffff:ffff", "42541968777876909332491304574644125696", "42541968857105071846755642168188076031", "CA", "Canada"
"2001:4908::", "2001:4908:ffff:ffff:ffff:ffff:ffff:ffff", "42541969411702209446606005322995728384", "42541969490930371960870342916539678719", "US", "United States"
"2001:4910::", "2001:4910:ffff:ffff:ffff:ffff:ffff:ffff", "42541970045527509560720706071347331072", "42541970124755672074985043664891281407", "BM", "Bermuda"
"2001:4918::", "2001:4918:ffff:ffff:ffff:ffff:ffff:ffff", "42541970679352809674835406819698933760", "42541970758580972189099744413242884095", "US", "United States"
"2001:4920::", "2001:4920:ffff:ffff:ffff:ffff:ffff:ffff", "42541971313178109788950107568050536448", "42541971392406272303214445161594486783", "US", "United States"
"2001:4928::", "2001:4928:ffff:ffff:ffff:ffff:ffff:ffff", "42541971947003409903064808316402139136", "42541972026231572417329145909946089471", "US", "United States"
"2001:4930::", "2001:4930:ffff:ffff:ffff:ffff:ffff:ffff", "42541972580828710017179509064753741824", "42541972660056872531443846658297692159", "US", "United States"
"2001:4938::", "2001:4938:ffff:ffff:ffff:ffff:ffff:ffff", "42541973214654010131294209813105344512", "42541973293882172645558547406649294847", "CA", "Canada"
"2001:4940::", "2001:4940:ffff:ffff:ffff:ffff:ffff:ffff", "42541973848479310245408910561456947200", "42541973927707472759673248155000897535", "US", "United States"
"2001:4948::", "2001:4948:ffff:ffff:ffff:ffff:ffff:ffff", "42541974482304610359523611309808549888", "42541974561532772873787948903352500223", "US", "United States"
"2001:4950::", "2001:4950:ffff:ffff:ffff:ffff:ffff:ffff", "42541975116129910473638312058160152576", "42541975195358072987902649651704102911", "US", "United States"
"2001:4958::", "2001:4958:ffff:ffff:ffff:ffff:ffff:ffff", "42541975749955210587753012806511755264", "42541975829183373102017350400055705599", "CA", "Canada"
"2001:4960::", "2001:4960:ffff:ffff:ffff:ffff:ffff:ffff", "42541976383780510701867713554863357952", "42541976463008673216132051148407308287", "US", "United States"
"2001:4968::", "2001:4968:ffff:ffff:ffff:ffff:ffff:ffff", "42541977017605810815982414303214960640", "42541977096833973330246751896758910975", "US", "United States"
"2001:4970::", "2001:4970:ffff:ffff:ffff:ffff:ffff:ffff", "42541977651431110930097115051566563328", "42541977730659273444361452645110513663", "US", "United States"
"2001:4978::", "2001:4978:ffff:ffff:ffff:ffff:ffff:ffff", "42541978285256411044211815799918166016", "42541978364484573558476153393462116351", "US", "United States"
"2001:4980::", "2001:4980:ffff:ffff:ffff:ffff:ffff:ffff", "42541978919081711158326516548269768704", "42541978998309873672590854141813719039", "US", "United States"
"2001:4988::", "2001:4988:ffff:ffff:ffff:ffff:ffff:ffff", "42541979552907011272441217296621371392", "42541979632135173786705554890165321727", "US", "United States"
"2001:4990::", "2001:4990:ffff:ffff:ffff:ffff:ffff:ffff", "42541980186732311386555918044972974080", "42541980265960473900820255638516924415", "US", "United States"
"2001:4998::", "2001:4998:ffff:ffff:ffff:ffff:ffff:ffff", "42541980820557611500670618793324576768", "42541980899785774014934956386868527103", "US", "United States"
"2001:49a0::", "2001:49a0:ffff:ffff:ffff:ffff:ffff:ffff", "42541981454382911614785319541676179456", "42541981533611074129049657135220129791", "US", "United States"
"2001:49a8::", "2001:49a8:ffff:ffff:ffff:ffff:ffff:ffff", "42541982088208211728900020290027782144", "42541982167436374243164357883571732479", "US", "United States"
"2001:49b0::", "2001:49b0:ffff:ffff:ffff:ffff:ffff:ffff", "42541982722033511843014721038379384832", "42541982801261674357279058631923335167", "US", "United States"
"2001:49b8::", "2001:49b8:ffff:ffff:ffff:ffff:ffff:ffff", "42541983355858811957129421786730987520", "42541983435086974471393759380274937855", "US", "United States"
"2001:49c0::", "2001:49c0:ffff:ffff:ffff:ffff:ffff:ffff", "42541983989684112071244122535082590208", "42541984068912274585508460128626540543", "US", "United States"
"2001:49c8::", "2001:49c8:ffff:ffff:ffff:ffff:ffff:ffff", "42541984623509412185358823283434192896", "42541984702737574699623160876978143231", "US", "United States"
"2001:49d0::", "2001:49d0:ffff:ffff:ffff:ffff:ffff:ffff", "42541985257334712299473524031785795584", "42541985336562874813737861625329745919", "US", "United States"
"2001:49d8::", "2001:49d8:ffff:ffff:ffff:ffff:ffff:ffff", "42541985891160012413588224780137398272", "42541985970388174927852562373681348607", "US", "United States"
"2001:49e0::", "2001:49e0:ffff:ffff:ffff:ffff:ffff:ffff", "42541986524985312527702925528489000960", "42541986604213475041967263122032951295", "US", "United States"
"2001:49e8::", "2001:49e8:ffff:ffff:ffff:ffff:ffff:ffff", "42541987158810612641817626276840603648", "42541987238038775156081963870384553983", "US", "United States"
"2001:49f0::", "2001:49f0:ffff:ffff:ffff:ffff:ffff:ffff", "42541987792635912755932327025192206336", "42541987871864075270196664618736156671", "US", "United States"
"2001:49f8::", "2001:49f8:ffff:ffff:ffff:ffff:ffff:ffff", "42541988426461212870047027773543809024", "42541988505689375384311365367087759359", "US", "United States"
"2001:4a00::", "2001:4a1f:ffff:ffff:ffff:ffff:ffff:ffff", "42541989060286512984161728521895411712", "42541991595587713440620531515301822463", "GB", "United Kingdom"
"2001:4b00::", "2001:4b00:ffff:ffff:ffff:ffff:ffff:ffff", "42542009342696116635832152469146697728", "42542009421924279150096490062690648063", "CH", "Switzerland"
"2001:4b08::", "2001:4b08:ffff:ffff:ffff:ffff:ffff:ffff", "42542009976521416749946853217498300416", "42542010055749579264211190811042250751", "GB", "United Kingdom"
"2001:4b10::", "2001:4b10:ffff:ffff:ffff:ffff:ffff:ffff", "42542010610346716864061553965849903104", "42542010689574879378325891559393853439", "GB", "United Kingdom"
"2001:4b18::", "2001:4b18:ffff:ffff:ffff:ffff:ffff:ffff", "42542011244172016978176254714201505792", "42542011323400179492440592307745456127", "IT", "Italy"
"2001:4b20::", "2001:4b20:ffff:ffff:ffff:ffff:ffff:ffff", "42542011877997317092290955462553108480", "42542011957225479606555293056097058815", "CH", "Switzerland"
"2001:4b28::", "2001:4b28:ffff:ffff:ffff:ffff:ffff:ffff", "42542012511822617206405656210904711168", "42542012591050779720669993804448661503", "CH", "Switzerland"
"2001:4b30::", "2001:4b30:ffff:ffff:ffff:ffff:ffff:ffff", "42542013145647917320520356959256313856", "42542013224876079834784694552800264191", "FR", "France"
"2001:4b38::", "2001:4b38:ffff:ffff:ffff:ffff:ffff:ffff", "42542013779473217434635057707607916544", "42542013858701379948899395301151866879", "DE", "Germany"
"2001:4b40::", "2001:4b40:ffff:ffff:ffff:ffff:ffff:ffff", "42542014413298517548749758455959519232", "42542014492526680063014096049503469567", "AT", "Austria"
"2001:4b50::", "2001:4b50:ffff:ffff:ffff:ffff:ffff:ffff", "42542015680949117776979159952662724608", "42542015760177280291243497546206674943", "BE", "Belgium"
"2001:4b58::", "2001:4b58:ffff:ffff:ffff:ffff:ffff:ffff", "42542016314774417891093860701014327296", "42542016394002580405358198294558277631", "BG", "Bulgaria"
"2001:4b60::", "2001:4b60:ffff:ffff:ffff:ffff:ffff:ffff", "42542016948599718005208561449365929984", "42542017027827880519472899042909880319", "AT", "Austria"
"2001:4b68::", "2001:4b68:ffff:ffff:ffff:ffff:ffff:ffff", "42542017582425018119323262197717532672", "42542017661653180633587599791261483007", "AT", "Austria"
"2001:4b70::", "2001:4b70:ffff:ffff:ffff:ffff:ffff:ffff", "42542018216250318233437962946069135360", "42542018295478480747702300539613085695", "IT", "Italy"
"2001:4b78::", "2001:4b78:ffff:ffff:ffff:ffff:ffff:ffff", "42542018850075618347552663694420738048", "42542018929303780861817001287964688383", "IT", "Italy"
"2001:4b80::", "2001:4b80:ffff:ffff:ffff:ffff:ffff:ffff", "42542019483900918461667364442772340736", "42542019563129080975931702036316291071", "NO", "Norway"
"2001:4b88::", "2001:4b88:ffff:ffff:ffff:ffff:ffff:ffff", "42542020117726218575782065191123943424", "42542020196954381090046402784667893759", "DE", "Germany"
"2001:4b90::", "2001:4b90:ffff:ffff:ffff:ffff:ffff:ffff", "42542020751551518689896765939475546112", "42542020830779681204161103533019496447", "FR", "France"
"2001:4b98::", "2001:4b98:ffff:ffff:ffff:ffff:ffff:ffff", "42542021385376818804011466687827148800", "42542021464604981318275804281371099135", "FR", "France"
"2001:4ba0::", "2001:4ba0:ffff:ffff:ffff:ffff:ffff:ffff", "42542022019202118918126167436178751488", "42542022098430281432390505029722701823", "DE", "Germany"
"2001:4ba8::", "2001:4ba8:ffff:ffff:ffff:ffff:ffff:ffff", "42542022653027419032240868184530354176", "42542022732255581546505205778074304511", "CZ", "Czech Republic"
"2001:4bb0::", "2001:4bb0:ffff:ffff:ffff:ffff:ffff:ffff", "42542023286852719146355568932881956864", "42542023366080881660619906526425907199", "IT", "Italy"
"2001:4bb8::", "2001:4bb8:ffff:ffff:ffff:ffff:ffff:ffff", "42542023920678019260470269681233559552", "42542023999906181774734607274777509887", "AT", "Austria"
"2001:4bc0::", "2001:4bc0:ffff:ffff:ffff:ffff:ffff:ffff", "42542024554503319374584970429585162240", "42542024633731481888849308023129112575", "DE", "Germany"
"2001:4bc8::", "2001:4bc8:ffff:ffff:ffff:ffff:ffff:ffff", "42542025188328619488699671177936764928", "42542025267556782002964008771480715263", "AT", "Austria"
